# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Mar 11 09:22:38 2025
#
# User preference: *
#
# CONSTRAINT:  where (disposition like 'Candidate')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN k2_name:        K2 ID
# COLUMN tic_id:         TIC ID
# COLUMN gaia_id:        GAIA ID
# COLUMN default_flag:   Default Parameter Set
# COLUMN disposition:    Archive Disposition
# COLUMN disp_refname:   Archive Disposition Reference
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,k2_name,tic_id,gaia_id,default_flag,disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
EPIC 211799258.01,EPIC 211799258,,TIC 20497187,Gaia DR2 659086512807199232,0,CANDIDATE,Petigura et al. 2018,1,0,Transit,2017,K2,Published Candidate,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,19.53405000,0.00078000,-0.00078000,0,,,,,9.820,6.290,-2.130,0,0.876,0.561,-0.190,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3316.00,157.00,-157.00,0,0.46,0.01,-0.01,0,0.46,0.02,-0.02,0,,,,,,4.77,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h32m59.03s,128.2459539,+17d18m23.25s,17.3064583,181.1890000,3.0820000,-2.9830000,17.2276000,0.0466000,-0.0466000,12.1850000,0.0250000,-0.0250000,15.9052000,0.0009830,-0.0009830,2017-12-14,2017-11,2017-12-14
EPIC 211800191.01,EPIC 211800191,,TIC 46298321,Gaia DR2 611777482400518912,0,CANDIDATE,Mayo et al. 2018,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,1.10600000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5900.71,124.65,-159.48,0,1.11,0.06,-0.07,0,1.07,0.13,-0.14,0,-0.560,0.013,-0.013,0,[M/H],4.38,0.09,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h51m32.34s,132.8847309,+17d19m11.61s,17.3198920,400.7660000,6.2700000,-6.0840000,12.6300000,0.0800000,-0.0800000,10.9950000,0.0200000,-0.0200000,12.4437000,0.0001540,-0.0001540,2016-07-18,2016-10,2016-07-18
EPIC 211800191.01,EPIC 211800191,,TIC 46298321,Gaia DR2 611777482400518912,0,CANDIDATE,Mayo et al. 2018,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,1.10618200,0.00001100,-0.00001000,0,,,,,15.600,22.100,-10.300,0,1.390,1.970,-0.920,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,,,,,0.84,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h51m32.34s,132.8847309,+17d19m11.61s,17.3198920,400.7660000,6.2700000,-6.0840000,12.6300000,0.0800000,-0.0800000,10.9950000,0.0200000,-0.0200000,12.4437000,0.0001540,-0.0001540,2017-12-14,2018-01,2017-12-14
EPIC 211800191.01,EPIC 211800191,,TIC 46298321,Gaia DR2 611777482400518912,1,CANDIDATE,Mayo et al. 2018,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,1.10617500,0.00000900,-0.00000900,0,,,,,8.833,5.995,-3.339,0,0.790,0.530,-0.300,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5851.00,70.00,-70.00,0,0.91,0.09,-0.05,0,,,,,-0.350,0.080,-0.080,0,[Fe/H],4.43,0.12,-0.12,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h51m32.34s,132.8847309,+17d19m11.61s,17.3198920,400.7660000,6.2700000,-6.0840000,12.6300000,0.0800000,-0.0800000,10.9950000,0.0200000,-0.0200000,12.4437000,0.0001540,-0.0001540,2018-02-15,2018-03,2018-02-15
EPIC 211800191.01,EPIC 211800191,,TIC 46298321,Gaia DR2 611777482400518912,0,CANDIDATE,Mayo et al. 2018,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,1.10605213,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5900.71,124.65,-159.48,0,1.11,0.06,-0.07,0,1.07,0.13,-0.14,0,-0.560,0.013,-0.013,0,[M/H],4.38,0.09,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h51m32.34s,132.8847309,+17d19m11.61s,17.3198920,400.7660000,6.2700000,-6.0840000,12.6300000,0.0800000,-0.0800000,10.9950000,0.0200000,-0.0200000,12.4437000,0.0001540,-0.0001540,2016-12-21,2016-10,2016-12-21
EPIC 211808055.01,EPIC 211808055,,TIC 21223810,Gaia DR2 659288410630095744,1,CANDIDATE,Barros et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,3.38300000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5603.82,20.61,-20.61,0,1.02,,,0,0.99,,,0,0.206,0.019,-0.019,0,[M/H],4.42,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h36m08.26s,129.0344102,+17d25m47.94s,17.4299822,591.0350000,14.5780000,-14.5780000,13.8020000,0.1600000,-0.1600000,12.1410000,0.0210000,-0.0210000,13.6858000,0.0002500,-0.0002500,2016-07-18,2016-10,2016-07-18
EPIC 211808055.01,EPIC 211808055,,TIC 21223810,Gaia DR2 659288410630095744,0,CANDIDATE,Barros et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,3.38199819,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5603.82,20.61,-20.61,0,1.02,,,0,0.99,,,0,0.206,0.019,-0.019,0,[M/H],4.42,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h36m08.26s,129.0344102,+17d25m47.94s,17.4299822,591.0350000,14.5780000,-14.5780000,13.8020000,0.1600000,-0.1600000,12.1410000,0.0210000,-0.0210000,13.6858000,0.0002500,-0.0002500,2016-12-21,2016-10,2016-12-21
EPIC 211812935.01,EPIC 211812935,,TIC 46307587,,1,CANDIDATE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,3.60798100,,,0,,,,,18.300,,,0,1.630,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,,6490.00,210.00,-210.00,0,2.25,0.08,-0.08,0,,,,,,,,,,3.93,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h52m35.50s,133.1478987,+17d29m59.15s,17.4997633,330.3870000,,,12.8570000,0.1260000,-0.1260000,11.0910000,0.0280000,-0.0280000,,,,2019-02-26,2018-07,2019-02-26
EPIC 211812935.01,EPIC 211812935,,TIC 46307587,,0,CANDIDATE,Yu et al. 2018,1,0,Transit,2018,K2,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,3.60799160,0.00000220,-0.00000220,0,,,,,15.382,0.158,-0.158,0,1.372,0.014,-0.014,0,,,,,,,,,,,,,,378.21,,,0,1228,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5308.30,102.40,-102.40,0,1.89,0.01,-0.01,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h52m35.50s,133.1478987,+17d29m59.15s,17.4997633,330.3870000,,,12.8570000,0.1260000,-0.1260000,11.0910000,0.0280000,-0.0280000,,,,2024-02-05,2017-07,2024-02-05
EPIC 211814313.01,EPIC 211814313,,TIC 293366865,Gaia DR2 658556376403227392,1,CANDIDATE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,15.40510100,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,,5910.00,210.00,-210.00,0,1.48,0.14,-0.14,0,,,,,,,,,,4.14,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h45m17.79s,131.3241107,+17d31m10.03s,17.5194533,1917.9000000,215.9900000,-178.1300000,15.5370000,0.2290000,-0.2290000,13.8690000,0.0430000,-0.0430000,15.4287000,0.0003990,-0.0003990,2019-02-26,2018-07,2019-02-26
EPIC 211817229.01,EPIC 211817229,,TIC 7059061,Gaia DR2 662078661904373248,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2017,K2,Published Candidate,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,2.17693000,0.00005000,-0.00006000,0,,,,,7.920,11.910,-6.130,0,0.707,1.063,-0.547,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3176.00,157.00,-157.00,0,0.17,0.01,-0.01,0,0.14,0.02,-0.02,0,,,,,,5.12,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h27m53.49s,126.9728935,+17d33m29.90s,17.5583062,42.8914000,0.1790000,-0.1776000,16.9300000,0.2000000,-0.2000000,11.6990000,0.0200000,-0.0200000,15.4853000,0.0005130,-0.0005130,2017-12-14,2017-11,2017-12-14
EPIC 211817229.01,EPIC 211817229,,TIC 7059061,Gaia DR2 662078661904373248,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2017,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2.17695500,0.00004000,-0.00003700,0,,,,,1.250,0.390,-0.870,0,0.112,0.035,-0.078,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.17,0.05,-0.09,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h27m53.49s,126.9728935,+17d33m29.90s,17.5583062,42.8914000,0.1790000,-0.1776000,16.9300000,0.2000000,-0.2000000,11.6990000,0.0200000,-0.0200000,15.4853000,0.0005130,-0.0005130,2019-09-05,2019-09,2019-09-05
EPIC 211825866.01,EPIC 211825866,,TIC 186814739,Gaia DR2 657014173908523264,1,CANDIDATE,Barros et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,0.95017067,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5339.00,122.00,-122.00,0,0.75,,,0,0.92,,,0,,,,,,4.66,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h17m19.87s,124.3327803,+17d41m02.26s,17.6839610,397.0970000,4.5780000,-4.4760000,13.9890000,0.1140000,-0.1140000,11.9530000,0.0230000,-0.0230000,13.7853000,0.0002660,-0.0002660,2016-12-21,2016-10,2016-12-21
EPIC 211826814.01,EPIC 211826814,,TIC 20484508,,1,CANDIDATE,Dressing et al. 2017,1,0,Transit,2017,K2,Published Candidate,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,1.53453000,0.00014000,-0.00012000,0,,,,,1.020,6.350,-0.360,0,0.091,0.567,-0.032,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,,,,,0.29,0.05,-0.05,0,0.28,0.06,-0.06,0,,,,,,4.96,0.42,-0.42,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h30m36.19s,127.6508040,+17d41m48.18s,17.6967160,,,,16.4300000,0.2000000,-0.2000000,11.4450000,0.0200000,-0.0200000,,,,2017-12-14,2017-11,2017-12-14
EPIC 211830293.01,EPIC 211830293,,TIC 330635825,Gaia DR2 611323517241144576,1,CANDIDATE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,20.89352600,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,,6020.00,260.00,-260.00,0,1.76,0.04,-0.04,0,,,,,,,,,,4.04,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h04m33.55s,136.1398094,+17d44m49.28s,17.7470224,424.7850000,8.7950000,-8.4510000,12.0960000,0.0690000,-0.0690000,10.2080000,0.0210000,-0.0210000,11.9013000,0.0003220,-0.0003220,2019-02-26,2018-07,2019-02-26
EPIC 211834065.01,EPIC 211834065,,TIC 46259496,Gaia DR2 659845966103766144,1,CANDIDATE,Pope et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,10.54500000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6046.92,160.23,-98.72,0,1.95,0.12,-0.09,0,1.12,0.17,-0.11,0,0.191,0.009,-0.009,0,[M/H],3.91,0.08,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h50m11.52s,132.5479840,+17d47m57.41s,17.7992816,514.2880000,12.3690000,-11.8110000,11.8080000,0.0310000,-0.0310000,10.4000000,0.0170000,-0.0170000,11.6231000,0.0004620,-0.0004620,2016-07-18,2016-10,2016-07-18
EPIC 211837343.01,EPIC 211837343,,TIC 186814898,Gaia DR2 657111721204649344,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,12.08080000,0.00160000,-0.00160000,0,,,,,2.530,0.330,-1.390,0,0.226,0.029,-0.124,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.68,0.04,-0.03,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h17m54.64s,124.4776657,+17d50m43.00s,17.8452779,491.1480000,9.3490000,-9.3490000,15.0750000,0.1370000,-0.1370000,12.6550000,0.0230000,-0.0230000,14.7454000,0.0003130,-0.0003130,2019-09-05,2019-09,2019-09-05
EPIC 211843564.01,EPIC 211843564,,TIC 82508808,Gaia DR2 657259051465475328,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,0.45203130,0.00000410,-0.00000410,0,,,,,5.300,1.000,-1.800,0,0.470,0.090,-0.160,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.57,0.10,-0.08,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h12m36.52s,123.1521655,+17d55m48.44s,17.9301228,379.4300000,22.9440000,-20.5080000,16.8470000,0.2860000,-0.2860000,12.7750000,0.0240000,-0.0240000,16.0491000,0.0008950,-0.0008950,2019-09-05,2019-09,2019-09-05
