# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Mar 11 09:24:27 2025
#
# User preference: *
#
# CONSTRAINT:  where (default_flag >0
# CONSTRAINT:  and disc_facility like '%K2%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN tic_id:         TIC ID
# COLUMN gaia_id:        GAIA ID
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,tic_id,gaia_id,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
K2-228 b,K2-228,TIC 98751904,Gaia DR2 3583611726987567232,1,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,2.69828000,0.00022000,-0.00022000,0,0.033800,0.000300,-0.000300,0,1.210,0.100,-0.060,0,0.108,0.009,-0.005,0,,,,,,,,,,,,,,,,,,914,14,-13,0,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,4715.00,48.00,-46.00,0,0.65,0.01,-0.01,0,0.71,0.02,-0.02,0,-0.250,0.060,-0.060,0,[Fe/H],4.66,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h29m10.73s,187.2947047,-06d50m03.13s,-6.8342028,129.4600000,4.0910000,-3.8520000,13.0280000,0.0920000,-0.0920000,10.3240000,0.0240000,-0.0240000,12.6527000,0.0004460,-0.0004460,2022-06-08,2018-08,2022-06-08
K2-229 b,K2-229,TIC 98720809,Gaia DR2 3583630929786305280,1,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,0.58421600,0.00002200,-0.00002200,0,,,,,1.000,0.020,-0.020,0,0.089,0.002,-0.002,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,,5315.00,35.00,-35.00,0,0.79,0.01,-0.01,0,,,,,-0.090,0.020,-0.020,0,[Fe/H],4.60,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h27m29.50s,186.8729195,-06d43m18.65s,-6.7218474,102.5640000,1.0930000,-1.0700000,10.9850000,0.0170000,-0.0170000,9.0500000,0.0230000,-0.0230000,10.7861000,0.0015410,-0.0015410,2022-03-28,2021-08,2022-03-28
K2-229 c,K2-229,TIC 98720809,Gaia DR2 3583630929786305280,1,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,8.32727000,0.00041000,-0.00043000,0,0.076900,0.000300,-0.000300,0,2.030,0.120,-0.060,0,0.181,0.011,-0.005,0,,,,,,,,,,,,,,,,,,750,6,-6,0,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,5315.00,35.00,-31.00,0,0.79,0.01,-0.01,0,0.87,0.01,-0.01,0,-0.090,0.020,-0.020,0,[Fe/H],4.59,0.00,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h27m29.50s,186.8729195,-06d43m18.65s,-6.7218474,102.5640000,1.0930000,-1.0700000,10.9850000,0.0170000,-0.0170000,9.0500000,0.0230000,-0.0230000,10.7861000,0.0015410,-0.0015410,2022-06-08,2018-08,2022-06-08
K2-230 b,K2-230,TIC 288527728,Gaia DR2 3676684252407983488,1,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,2.86041000,0.00061000,-0.00061000,0,0.040900,0.000300,-0.000200,0,1.960,0.180,-0.160,0,0.175,0.016,-0.014,0,,,,,,,,,,,,,,,,,,1529,22,-22,0,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,5945.00,23.00,-25.00,0,1.39,0.04,-0.04,0,1.11,0.02,-0.02,0,0.100,0.040,-0.040,0,[Fe/H],4.20,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h45m27.15s,191.3631170,-06d34m33.78s,-6.5760510,540.7730000,14.3210000,-13.6130000,12.7890000,0.1140000,-0.1140000,11.2570000,0.0250000,-0.0250000,12.5751000,0.0001730,-0.0001730,2022-03-28,2018-08,2022-03-28
K2-231 b,K2-231,TIC 130538732,Gaia DR2 4184182737768311296,1,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=CURTIS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..173C/abstract target=ref>Curtis et al. 2018</a>,13.84190100,0.00135200,-0.00135200,0,,,,,2.500,0.200,-0.200,0,0.223,0.018,-0.018,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=CURTIS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..173C/abstract target=ref>Curtis et al. 2018</a>,,5695.00,50.00,-50.00,0,0.95,0.03,-0.03,0,1.01,0.03,-0.03,0,0.140,0.040,-0.040,0,[Fe/H],4.48,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h16m22.04s,289.0918242,-15d46m16.38s,-15.7712178,321.2150000,4.1980000,-4.0930000,12.7680000,0.1030000,-0.1030000,10.8590000,0.0230000,-0.0230000,12.5593000,0.0002030,-0.0002030,2018-04-04,2018-04,2018-04-05
K2-232 b,K2-232,TIC 68577662,Gaia DR2 3406687485600728192,1,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=BRAHM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.477.2572B/abstract target=ref>Brahm et al. 2018</a>,11.16845400,0.00002300,-0.00002300,0,0.103560,0.000810,-0.000770,0,11.209,0.247,-0.224,0,1.000,0.022,-0.020,0,126.49634,11.75971,-11.75971,0,0.39800,0.03700,-0.03700,0,Mass,0.258000,0.025000,-0.025000,0,,,,,1030,15,-15,0,0,<a refstr=BRAHM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.477.2572B/abstract target=ref>Brahm et al. 2018</a>,,6154.00,60.00,-60.00,0,1.16,0.02,-0.02,0,1.19,0.03,-0.03,0,0.100,0.040,-0.040,0,[Fe/H],4.38,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h55m04.03s,73.7667927,+18d39m15.56s,18.6543230,130.7200000,0.7680000,-0.7590000,9.8220000,0.0050000,-0.0050000,8.4340000,0.0170000,-0.0170000,9.7262600,0.0002050,-0.0002050,2018-04-04,2018-06,2018-04-05
K2-233 b,K2-233,TIC 428820090,Gaia DR2 6253186686054822784,1,1,3,Transit,2018,K2,Published Confirmed,0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,2.46750000,0.00004000,-0.00004000,0,0.033080,0.000100,-0.000090,0,1.343,0.018,-0.016,0,0.120,0.002,-0.001,0,11.26000,,,1,0.03543,,,1,Mass,0.079000,0.048000,-0.029000,0,,,,,1121,10,-9,0,0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,,5033.00,41.00,-35.00,0,0.71,0.01,-0.01,0,0.79,0.01,-0.01,0,-0.090,0.030,-0.030,0,[Fe/H],4.64,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m55.18s,230.4799011,-20d13m54.47s,-20.2317975,67.5062000,0.2799000,-0.2775000,10.8830000,0.0140000,-0.0140000,8.3750000,0.0230000,-0.0230000,10.4191000,0.0003430,-0.0003430,2021-05-17,2020-08,2021-05-17
K2-233 c,K2-233,TIC 428820090,Gaia DR2 6253186686054822784,1,1,3,Transit,2018,K2,Published Confirmed,0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,7.06005000,0.00024000,-0.00027000,0,0.066660,0.000200,-0.000180,0,1.281,0.022,-0.021,0,0.114,0.002,-0.002,0,12.81000,,,1,0.04030,,,1,Mass,0.200200,,,1,,,,,790,7,-6,0,0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,,5033.00,41.00,-35.00,0,0.71,0.01,-0.01,0,0.79,0.01,-0.01,0,-0.090,0.030,-0.030,0,[Fe/H],4.64,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m55.18s,230.4799011,-20d13m54.47s,-20.2317975,67.5062000,0.2799000,-0.2775000,10.8830000,0.0140000,-0.0140000,8.3750000,0.0230000,-0.0230000,10.4191000,0.0003430,-0.0003430,2021-05-17,2020-08,2021-05-17
K2-233 d,K2-233,TIC 428820090,Gaia DR2 6253186686054822784,1,1,3,Transit,2018,K2,Published Confirmed,0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,24.36450000,0.00068000,-0.00068000,0,0.152240,0.000460,-0.000420,0,2.358,0.043,-0.036,0,0.210,0.004,-0.003,0,21.14000,,,1,0.06651,,,1,Mass,0.199900,,,1,,,,,523,5,-4,0,0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,,5033.00,41.00,-35.00,0,0.71,0.01,-0.01,0,0.79,0.01,-0.01,0,-0.090,0.030,-0.030,0,[Fe/H],4.64,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m55.18s,230.4799011,-20d13m54.47s,-20.2317975,67.5062000,0.2799000,-0.2775000,10.8830000,0.0140000,-0.0140000,8.3750000,0.0230000,-0.0230000,10.4191000,0.0003430,-0.0003430,2021-05-17,2020-08,2021-05-17
K2-237 b,K2-237,TIC 16288184,Gaia DR2 6032746832450438400,1,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=THYGESEN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..155T/abstract target=ref>Thygesen et al. 2023</a>,2.18053332,0.00000054,-0.00000054,0,0.035520,0.000510,-0.000600,0,16.062,0.628,-0.549,0,1.433,0.056,-0.049,0,434.15360,34.96112,-29.24021,0,1.36600,0.11000,-0.09200,0,Mass,0.030000,0.033000,-0.021000,0,,,,,1759,49,-42,0,0,<a refstr=THYGESEN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..155T/abstract target=ref>Thygesen et al. 2023</a>,,6180.00,160.00,-140.00,0,1.24,0.04,-0.04,0,1.26,0.06,-0.06,0,0.337,0.076,-0.076,0,[Fe/H],4.35,0.02,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h55m04.52s,253.7688479,-28d42m38.10s,-28.7105836,314.9950000,7.2210000,-6.9100000,11.6020000,0.0340000,-0.0340000,10.2170000,0.0230000,-0.0230000,11.4668000,0.0009490,-0.0009490,2024-11-20,2023-04,2024-11-20
K2-238 b,K2-238,TIC 404243877,Gaia DR2 2631270757088861312,1,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=SOTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.478.5356S/abstract target=ref>Soto et al. 2018</a>,3.20466000,0.00003000,-0.00003000,0,0.046000,0.007000,-0.006000,0,14.572,1.681,-1.569,0,1.300,0.150,-0.140,0,273.33380,41.31790,-38.13960,0,0.86000,0.13000,-0.12000,0,Mass,0.000000,,,0,,,,,1587,75,-76,0,0,<a refstr=SOTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.478.5356S/abstract target=ref>Soto et al. 2018</a>,G2 V,5630.00,78.00,-78.00,0,1.59,0.16,-0.16,0,1.19,0.08,-0.08,0,0.340,0.040,-0.040,0,[Fe/H],4.11,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h10m49.04s,347.7043164,-07d51m27.21s,-7.8575592,537.9630000,,,13.9730000,0.1260000,-0.1260000,12.0320000,0.0330000,-0.0330000,13.6635000,0.0022470,-0.0022470,2018-06-26,2018-08,2018-06-21
K2-239 b,K2-239,TIC 374339566,Gaia DR2 3857872051994269824,1,1,3,Transit,2018,K2,Published Confirmed,0,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacute;ez Alonso et al. 2018</a>,5.24000000,0.00100000,-0.00100000,0,0.044100,0.000800,-0.000800,0,1.100,0.100,-0.100,0,0.098,0.009,-0.009,0,,,,,,,,,,,,,,,,,,502,22,-18,0,0,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacute;ez Alonso et al. 2018</a>,M3.0 V,3420.00,18.00,-18.00,0,0.36,0.01,-0.01,0,0.40,0.01,-0.01,0,-0.100,0.100,-0.100,0,[Fe/H],4.90,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h42m22.59s,160.5941265,+04d26m28.95s,4.4413751,31.0849000,0.0831000,-0.0826000,14.6320000,0.1260000,-0.1260000,9.9710000,0.0210000,-0.0210000,13.4367000,0.0006960,-0.0006960,2018-06-26,2018-10,2018-06-21
K2-239 c,K2-239,TIC 374339566,Gaia DR2 3857872051994269824,1,1,3,Transit,2018,K2,Published Confirmed,0,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacute;ez Alonso et al. 2018</a>,7.77500000,0.00100000,-0.00100000,0,0.057600,0.000900,-0.000900,0,1.000,0.100,-0.100,0,0.089,0.009,-0.009,0,,,,,,,,,,,,,,,,,,427,24,-19,0,0,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacute;ez Alonso et al. 2018</a>,M3.0 V,3420.00,18.00,-18.00,0,0.36,0.01,-0.01,0,0.40,0.01,-0.01,0,-0.100,0.100,-0.100,0,[Fe/H],4.90,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h42m22.59s,160.5941265,+04d26m28.95s,4.4413751,31.0849000,0.0831000,-0.0826000,14.6320000,0.1260000,-0.1260000,9.9710000,0.0210000,-0.0210000,13.4367000,0.0006960,-0.0006960,2018-06-26,2018-10,2018-06-21
K2-239 d,K2-239,TIC 374339566,Gaia DR2 3857872051994269824,1,1,3,Transit,2018,K2,Published Confirmed,0,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacute;ez Alonso et al. 2018</a>,10.11500000,0.00100000,-0.00100000,0,0.068500,0.001200,-0.001200,0,1.100,0.100,-0.100,0,0.098,0.009,-0.009,0,,,,,,,,,,,,,,,,,,399,18,-15,0,0,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacute;ez Alonso et al. 2018</a>,M3.0 V,3420.00,18.00,-18.00,0,0.36,0.01,-0.01,0,0.40,0.01,-0.01,0,-0.100,0.100,-0.100,0,[Fe/H],4.90,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h42m22.59s,160.5941265,+04d26m28.95s,4.4413751,31.0849000,0.0831000,-0.0826000,14.6320000,0.1260000,-0.1260000,9.9710000,0.0210000,-0.0210000,13.4367000,0.0006960,-0.0006960,2018-06-26,2018-10,2018-06-21
K2-24 b,K2-24,TIC 68048686,Gaia DR2 6049750234317822208,1,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...89P/abstract target=ref>Petigura et al. 2018</a>,20.88977000,0.00034000,-0.00035000,0,,,,,5.400,0.200,-0.200,0,0.482,0.018,-0.018,0,19.00000,2.20000,-2.10000,0,0.05978,0.00692,-0.00661,0,Mass,0.060000,0.010000,-0.010000,0,,,,,,,,,1,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...89P/abstract target=ref>Petigura et al. 2018</a>,,5625.00,60.00,-60.00,0,1.16,0.04,-0.04,0,1.07,0.06,-0.06,0,0.340,0.040,-0.040,0,[Fe/H],4.29,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h10m17.63s,242.5734559,-24d59m26.17s,-24.9906029,170.5620000,1.3600000,-1.3380000,11.2750000,0.0190000,-0.0190000,9.1800000,0.0210000,-0.0210000,10.9072000,0.0003000,-0.0003000,2018-12-10,2018-09,2018-12-13
K2-24 c,K2-24,TIC 68048686,Gaia DR2 6049750234317822208,1,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...89P/abstract target=ref>Petigura et al. 2018</a>,42.33910000,0.00120000,-0.00120000,0,,,,,7.500,0.300,-0.300,0,0.669,0.027,-0.027,0,15.40000,1.90000,-1.80000,0,0.04845,0.00598,-0.00566,0,Mass,0.070000,,,1,,,,,,,,,1,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...89P/abstract target=ref>Petigura et al. 2018</a>,,5625.00,60.00,-60.00,0,1.16,0.04,-0.04,0,1.07,0.06,-0.06,0,0.340,0.040,-0.040,0,[Fe/H],4.29,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h10m17.63s,242.5734559,-24d59m26.17s,-24.9906029,170.5620000,1.3600000,-1.3380000,11.2750000,0.0190000,-0.0190000,9.1800000,0.0210000,-0.0210000,10.9072000,0.0003000,-0.0003000,2018-12-10,2018-09,2018-12-13
